meeting_id,venue,wg,topic
RAN1_117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,NR Mobility Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,SBFD TX/RX/measurement procedures
RAN1_116,"Athens, Greece",RAN WG1,AI/ML for beam management
RAN1_118,"Maastricht, NL",RAN WG1,HARQ-ACK codebook enhancement for BWP changes
RAN1_118,"Maastricht, NL",RAN WG1,BWP Transition Handling
RAN1_119,"Orlando, US",RAN WG1,XR enhancements for NR Phase 3
RAN1_116b,"Athens, GR",RAN WG4,8TX UE Requirements
RAN1_118b,"Hefei, China",RAN WG1,Frame Structure and Timing Aspects for Ambient IoT
RAN1_119,"Orlando, US",RAN WG1,Carrier Wave Characteristics for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Ambient IoT Evaluation Framework Development
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-19 Asymmetric mTRP Operation
RAN1_118,"Maastricht, NL",RAN WG1,9.2.3: 3Tx codebook enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Channel Modeling for 7-24 GHz
RAN1_118,"Maastricht, The Netherlands",RAN WG1,ISAC Channel Modeling
RAN1_116b,"Changsha, China",RAN WG1,LP-WUS operation in CONNECTED modes
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Discussion of SRS BW aggregation impact on other channels/signals
RAN1_118,"Maastricht, Netherlands",RAN WG1,Ambient IoT Device Architecture Requirements
RAN1_119,"Orlando, USA",RAN WG1,NR Physical Layer Enhancements for IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,On-demand SSB operation for SCell
RAN1_119,"Orlando, US",RAN WG1,UL-only mTRP operation
RAN1_116,"Athens, GR",RAN WG1,Evolution of NR Duplex Operation
RAN1_119,"Orlando, US",TSG-RAN WG1,Specification corrections for NR positioning enhancements
RAN1_119,"Orlando, US",RAN WG1,AI for physical layer use cases in Rel18
RAN1_118b,"Hefei, China",RAN WG1,Agenda Item 8.1: Discussion on power offset for Type 1 SD adaptation
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Maintenance on Rel-18 work items - Sidelink
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,ISAC channel modeling
RAN1_119,"Orlando, FL, USA",RAN WG1,3GPP TSG-RAN WG1 Meeting #119
RAN1_118b,"Hefei, China",RAN WG1,DL Coverage Enhancement for NR-NTN
RAN WG1 #118bis,"Hefei, China",RAN WG1,Draft Agenda
RAN1_119,"Orlando, US",RAN WG1,Enhancements for UE-initiated beam management
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Ambient IoT Device Architectures
RAN1_117,Virtual/Physical (unspecified),TSG RAN,NR over NTN Standardization
RAN1_119,"Orlando, U.S.",RAN WG1,LP-WUS operation in CONNECTED mode
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR-NTN Downlink Coverage Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Multi-Carrier Enhancements for NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Downlink and Uplink Channel/Signal Aspects for Ambient IoT
RAN1_116b,"Changsha, China",RAN WG1,NR Positioning Enhancements for Release 18
RAN1_116,"Athens, Greece",RAN WG1,Uplink Carrier Determination for SUL
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Agenda Item 9.10.1: XR measurements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR Sidelink Enhancement Agenda
RAN1_118b,"Hefei, CN",RAN WG1,Physical layer specifications for NR and LTE
RAN1_119,,RAN1,MAC-CE Impact Analysis
RAN1_117,"Fukuoka City, Japan",RAN WG1,9.5.2 - On-demand SIB1 for idle/inactive UEs
RAN1_116,"Athens, Greece",RAN WG1,NR-NTN uplink capacity/throughput enhancement
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,TRS Configuration Enhancements for UE Power Saving
RAN1_118b,"Hefei, China",RAN WG1,Physical layer specifications and discussions for 3GPP technologies
RAN1_116b,"Changsha, China",RAN WG1,NR-NTN downlink coverage enhancements
RAN1_118,"Maastricht, The Netherlands",RAN WG1,DL Coverage Enhancements for NR NTN
RAN1_116b,"Changsha, China",RAN WG1,UE behavior on DCI 2-9 monitoring for network energy saving
RAN1_119,"Orlando, USA",RAN WG1,Ambient IoT Device Architecture Requirements
RAN1_119,"Orlando, United States",RAN WG1,NR NTN and RedCap enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Enhancements of Network Energy Savings for NR
RAN1_116b,"Changsha, China",RAN WG1,Physical layer protocol specifications
RAN1_116,"Athens, Greece",RAN WG1,NR NTN Downlink coverage enhancements
RAN1_119,,RAN1,2TA Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Frame structure and timing for ambient IoT
RAN1_118,"Maastricht, NL",RAN WG1,CSI enhancements for MIMO
RAN1_116,"Athens, Greece",RAN WG1,TSG RAN WG1 Meeting #116
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 NR UE feature finalization
RAN1_116b,"Changsha, China",RAN WG1,ISAC channel modelling
RAN1_118b,"Hefei, China",RAN WG1,Frame structure and timing aspects for A-IoT
RAN1_118b,"Hefei, China",RAN WG1,AI/ML for CSI Compression
RAN1_117,"Fukuoka, Japan",RAN WG1,Sidelink Feature Co-configuration
RAN1_117,"Fukuoka City, Japan",RAN WG1,
RAN1_118,"Maastricht, Netherlands",RAN WG1,Physical Layer Standardization for NR and Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,Multi-Carrier enhancements for NR Phase 2
RAN1_118b,"Hefei, China",RAN WG1,NR sidelink enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN downlink coverage enhancement
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR_SL_enh2-Core
RAN1_118b,"Hefei, China",RAN WG1,CSI-RS/SRS Spatial Relation in RRC_INACTIVE
RAN1_118,"Maastricht, NL",RAN WG1,Agenda Item 9.10.1: XR Enhancements
RAN1_116b,"Changsha, China",RAN WG1,Correction on SR transmission for cell DRX
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical layer standardization for NR
RAN1_118,"Maastricht, NL",RAN WG1,NTN enhancements for RedCap UEs
RAN1_119,"Orlando, US",RAN WG1,On-demand SSB for SCell operation
RAN1_118,"Maastricht, NL",RAN WG1,Agenda 9.4.2.1: Ambient IoT Physical Layer Design
RAN1_116,"Athens, Greece",RAN WG1,XR Capacity Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Ambient IoT in NR
RAN1_116,"Athens, Greece",RAN WG1,LP-WUS standardization for Release 18
RAN1_116b,"Changsha, China",RAN WG1,Channel Model Enhancements for 7-24 GHz
RAN1_118,"Maastricht, Netherlands",RAN WG1,Network Energy Savings Techniques
RAN1_116b,"Changsha, P.R. China",RAN WG1,Evolution of NR duplex operation
RAN1_117,"Fukuoka, Japan",RAN WG1,NR-NTN uplink enhancements
RAN1_119,"Orlando, US",RAN WG1,Rel-19 Multi-Carrier Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Radio interface physical layer specifications
RAN1_119,"Orlando, Florida, USA",RAN WG1,CBR range alignment discussion
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 NES Enhancements
RAN1_116b,"Changsha, China",RAN WG1,AI/ML-based positioning enhancements
RAN1_116b,"Changsha, China",RAN WG1,Ambient IoT evaluations
RAN1_117,"Fukuoka, Japan",RAN WG1,On-demand SIB1 for NES
RAN1_119,"Orlando, USA",RAN WG1,Physical Layer Standardization
RAN1_116b,"Changsha, China",RAN WG1,5G Advanced Evolution
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancement of network energy savings for NR
RAN1_116,"Athens, Greece",RAN WG1,NR and LTE Physical Layer Evolution
RAN1_118b,"Hefei, China",RAN WG1,NR MIMO Evolution Phase 5
RAN1_117,"Changsha, China",SA5,OAM requirements for UE location verification
RAN1_116,"Athens, GR",RAN WG1,NR Sidelink Evolution Maintenance
RAN WG1 #118bis,"Hefei, China",RAN WG1,Non-Terrestrial Networks (NTN) for NR and IoT
RAN1_118,"Maastricht, NL",RAN WG1,Higher layer parameters discussion
RAN1_118,"Maastricht, NL",RAN WG1,CW waveform characteristics for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,AI/ML for NR Physical Layer
RAN1_116,"Athens, Greece",RAN WG1,Ambient IoT waveform characteristics and CWN deployment
RAN1_117,"Fukuoka City, Japan",RAN WG1,AI/ML-based CSI Compression
RAN1_116,"Athens, Greece",RAN WG1,NR coverage enhancement features
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 NR Sidelink Evolution
RAN1_118b,"Hefei, China",RAN WG1,9.1.1 - ML based Beam Management
RAN1_119,"Orlando, US",TSG-RAN WG1,NR physical layer enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Agenda Item 9.2.3: 3-antenna-port codebook-based transmissions
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,9.5.3 - Adaptation of common signal/channel transmissions
RAN1_119,"Orlando, US",RAN WG1,NR Positioning Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR & NG-RAN Evolution
RAN1_116,"Athens, Greece",RAN WG1,NR-NTN RedCap Support
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Radio layer specifications development
RAN1_116b,"Changsha, China",RAN WG1,L1/L2-triggered mobility enhancements
RAN1_118b,"Hefei, China",RAN WG1,Common TA in regenerative payload scenarios
RAN1_118b,"Hefei, China",RAN WG1,UE-initiated beam management enhancements
RAN1_116,"Athens, Greece",RAN WG1,LP-WUS and LP-SS Design for NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,On-demand SIB1 triggering mechanisms
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Agenda Item 9.2.4: Discussion on asymmetric DL sTRP and UL mTRP
RAN1_116b,"Changsha, China",RAN WG1,On-demand SIB1 for UEs in idle/inactive mode
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.2: Ambient IoT Physical Layer Aspects
RAN1_119,"Orlando, US",RAN WG1,UE-initiated beam management
RAN1_119,"Orlando, USA",RAN WG1,Agenda Item 9.11.3: Uplink Capacity Enhancements for NR-NTN
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 9.11.3: Uplink Capacity/Throughput Enhancement for FR1-NTN
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 MIMO Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Study on Ambient IoT Physical Layer Aspects
RAN1_119,"Hefei, Anhui, China",RAN WG4,NTN Timing Advance Discussion
RAN1_118,"Maastricht, The Netherlands",RAN WG1,LP-WUS and LP-SS design
RAN1_118,"Maastricht, NL",RAN WG1,DL Coverage Enhancements for NTN
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR NTN DL Coverage Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Support of RedCap/eRedCap UEs in NR-NTN
RAN1_119,"Orlando, USA",RAN WG1,AI/ML for Air-Interface Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 NR MIMO Evolution Maintenance
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Support of RedCap/eRedCap UEs for NR NTN
RAN1_116b,"Changsha, China",RAN WG1,NR and LTE Physical Layer Enhancements for IoT
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 MIMO Evolution
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,EPRE of CSI-RS and PDSCH for NES
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer design for A-IoT
RAN1_117,"Fukuoka, Japan",RAN WG1,NR-NTN Uplink Capacity Enhancement
RAN1_118,"Maastricht, NL",RAN WG1,LP-WUS Operation Enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR duplex operation
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 NR MIMO Enhancements
RAN1_116b,"Athens, Greece",RAN WG4,Advanced receiver enhancements
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 NR over NTN Maintenance
RAN1_116,"Athens, Greece",RAN WG1,AI/ML enhancements for beam management
RAN1_116b,"Changsha, China",RAN WG1,AI/ML Management specifications
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Multi-carrier enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-18 Maintenance for IoT-NTN/NR-NTN
RAN1_116,"Athens, Greece",RAN WG1,SL positioning reference signal design
RAN1_116,"Athens, Greece",RAN WG1,NR-NTN Coverage Enhancements
RAN1_119,"Orlando, US",RAN WG1,9.9.1: Measurements related enhancements for LTM
RAN1_118b,"Hefei, China",RAN WG1,Channel Model Validation
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Agenda Items
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR Sidelink and MBS Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,Channel model adaptation and extension for 7-24 GHz
RAN1_119,"Orlando, US",RAN WG1,Enhancements of network energy savings for NR
RAN1_117,"Fukuoka, Japan",RAN WG1,On-demand SSB operation for Scell
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,CBSR for Rel-19 MIMO
RAN1_117,"Fukuoka, Japan",RAN WG1,TRS occasions for idle/inactive UEs configuration
RAN1_119,"Orlando, US",RAN WG1,Physical layer protocol discussion
RAN1_117,"Fukuoka, Japan",RAN WG1,ISAC Channel Modelling
RAN1_118,"Maastricht, NL",RAN WG1,Maintenance on Rel-18 work items - Sidelink
RAN1_116b,"Changsha, China",RAN WG1,NR Duplex Operation Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR NTN Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Specification support for Beam management
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Enhancements for NR MIMO operations in Rel-19
RAN1_116,"Athens, Greece",RAN WG1,UE features for NR sidelink evolution
RAN1_119,"Orlando, USA",RAN WG1,CSI enhancement for NR MIMO Phase 5
RAN1_118b,"Hefei, China",RAN WG1,AI 8.1: SL-U Channel Access and RA
RAN1_119,"Orlando, US",RAN1,NR Physical Layer Design
RAN1_119,"Orlando, USA",RAN WG1,NR NTN DL Coverage Enhancements
RAN1_118b,"Hefei, China",RAN WG1,A-IoT Frame Structure and Resource Allocation
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 5: Positioning Enhancements
RAN1_117,"Fukuoka City, Japan",RAN WG1,NR_FR1_lessthan_5MHz_BW-Core Work Item Discussion
RAN1_117,"Changsha, China",RAN WG2,SLPP Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Channel Model Adaptation for 7-24 GHz
RAN1_116b,"Changsha, China",RAN WG1,9.3.3 Evolution of NR duplex operation
RAN1_116,"Athens, Greece",RAN WG1,Network Energy Saving
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML Data Collection for Positioning
RAN1_118,"Maastricht, NL",RAN WG1,NR Physical Layer Specifications
RAN1_118b,"Hefei, Anhui, China",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_118,"Maastricht, Netherlands",RAN WG1,Channel Model Enhancements for NR
RAN1#119,Palm Ballroom 2 (Online via Tohru),RAN WG1,"RAN1 agenda items including A-IoT, ISAC, NTN, and IoT-NTN"
RAN1_116,"Athens, Greece",RAN WG1,NR-NTN Phase 3 Uplink Enhancements
RAN1_118b,"Hefei, China",RAN WG1,NR MIMO and CSI Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,5G NR enhancements
RAN1_118,"Maastricht, NL",RAN WG1,9.6.2 - LP-WUS Enhancements
RAN1_116,"Athens, Greece",RAN WG1,MIMO Enhancements
RAN1_116,"Athens, Greece",RAN WG1,UL Tx switching configurations and enhancements
RAN1_119,"Orlando, US",RAN WG1,TCI state determination for PDSCH
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,9.4.2.1 - General aspects of physical layer design
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS operation in CONNECTED modes
RAN1_119,"Orlando, US",RAN WG1,AI/ML for NR Physical Layer Enhancements
RAN1_119,"Orlando, US",TSG-RAN WG1,NR Rel-18 Maintenance
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR XR Phase 3 enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,IoT-NTN uplink enhancements
RAN1_116b,"Changsha, China",RAN WG1,Evolution of NR duplex operation
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 AI/ML Air Interface Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Satellite switch procedures and synchronization requirements
RAN1_117,"Fukuoka, Japan",RAN WG1,ISAC Channel Modeling
RAN1_119,"Athens, Greece",RAN WG1,
RAN1_118b,"Hefei, China",RAN WG1,NR Sidelink Enhancements Core Aspects
RAN1_116b,"Changsha, China",TSG-RAN WG1,Rel-18 eRedCap Maintenance
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Rel-18 Feature Discussions
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,38.214 CR for SRS Carrier Switching
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,UE-initiated/event-driven beam management
RAN1_119,"Orlando, USA",RAN WG1,Physical layer design for Ambient IoT
RAN1_118,"Maastricht, NL",RAN WG1,NR-NTN downlink coverage enhancement
RAN1_118,"Maastricht, NL",RAN WG1,UL synchronization for contention based transmission
RAN1_118b,"Hefei, China",RAN WG1,Ambient IoT physical layer design
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 Network Energy Saving
RAN1_117,"Fukuoka, Japan",RAN WG1,NR mobility enhancements and protocol corrections
RAN1_116,"Athens, Greece",TSG-RAN WG1,AI 9.5.3: Adaptation of common signaling for R19 NES
RAN1_116,"Athens, Greece",RAN WG1,9.1.1 - AI/ML for NR Air Interface
RAN1_118,"Maastricht, NL",RAN WG1,5G Physical Layer Standardization
RAN1_118,"Hefei, China",RAN WG1,Rel-18 NR Feature Completion
RAN1#119,Palm Ballroom 2,RAN WG1,RAN1#119 Technical Discussions
RAN1_118b,"Hefei, China",RAN WG1,Adaptation of common signal/channel transmissions
RAN1_118,"Maastricht, Nederland",RAN WG1,5G NR Physical Layer Enhancements
RAN1_119,"Orlando, USA",RAN WG1,Rel-18 NR UE Features
RAN1_117,"Fukuoka, Japan",RAN WG1,UL multi-TRP PUSCH repetition enhancements
RAN1_116,"Athens, Greece",RAN WG1,LP-WUS operation in CONNECTED mode
RAN1_116b,"Changsha, China",RAN WG1,Agenda Item 9.6.1: Signal Design of LP-WUS and LP-SS
RAN1_116,"Athens, Greece",RAN WG1,AI/ML-based Positioning
RAN1_119,"Orlando, US",RAN WG1,AI/ML model based CSI compression
RAN1_116b,"Changsha, China",RAN WG1,Agenda Item 9.4.1.1: Ambient IoT Evaluation Assumptions
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR FeMIMO Enhancements
RAN1_116,"Athens, Greece",TSG-RAN1,Radio Access Network Physical Layer Protocols
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN1,NR Mobility Enhancements for NTN
RAN1_119,"Orlando, FL, USA",RAN WG1,L1/L2-triggered mobility procedures
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,UE Features
RAN1_116b,"Changsha, China",RAN WG1,Rel-18 STxMP and Physical Layer Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhanced Positioning Specifications
RAN1_119,"Orlando, USA",RAN WG1,CBR configuration alignment for SL-PRS
RAN1_117,"Fukuoka, Japan",RAN WG1,Corrections to SRS frequency hopping in 38.211
RAN1_118,"Maastricht, Netherlands",RAN WG4,AI/ML Beam Management Interoperability
RAN1_118b,"Hefei, China",RAN WG1,Specification support for beam management
RAN1_119,"Orlando, US",RAN WG1,3GPP TSG-RAN WG1 Meeting #119
RAN1_118b,"Hefei, China",RAN WG1,Multi-carrier enhancements for NR Phase 2
RAN1_116,"Athens, Greece",RAN WG1,9.11.1 Downlink Coverage Enhancements for FR2-NTN
RAN1_118,"Maastricht, The Netherlands",RAN WG1,AI/ML for NR Air Interface (CSI Prediction)
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 MIMO Evolution and CSI Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML for beam management
RAN1_117,"Fukuoka, Japan",RAN WG1,NR Mobility Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer protocol enhancements for NR
RAN1_116,"Athens, Greece",RAN WG1,NR MIMO Evolution Maintenance
RAN1_116,"Athens, Greece",RAN WG1,UE features for multi-carrier enhancements
RAN1_119,"Orlando, United States of America",TSG-RAN WG1,9.11.5 IoT-NTN TDD Mode
RAN1_118b,"Hefei, China",RAN WG1,Agenda Item 7: Open-loop power control parameters for SCell
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Rel-19 Ambient IoT waveform characteristics
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 8.3: Maintenance of expanded and improved NR positioning
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Multi-carrier Enhancements for NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-Based Positioning
RAN1_119,"Orlando, US",RAN WG1,DCI format clarifications for NR multi-cell scheduling
RAN1_116b,,RAN WG1,MIMO Evolution for NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,SRS BW aggregation impact on other channels/signals
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Radio Access Network Specifications
RAN1_116,"Athens, GR",RAN WG1,Physical layer specifications for radio access networks
RAN1_119,"Orlando, US",RAN WG1,9.3.2: Discussion on SBFD random access operation
RAN1_118,"Maastricht, The Netherlands",RAN WG1,SBFD Random Access Operation
RAN1_116,"Athens, Greece",RAN WG1,Frame structure and timing
RAN1_116,"Athens, Greece",RAN WG1,Channel modelling for ISAC deployment scenarios
RAN1_116b,"Changsha, China",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Coverage Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,CSI compression standardization discussion
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Co-channel coexistence for LTE and NR sidelink
RAN1_118b,"Hefei, China",RAN WG1,IoT-NTN Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR sidelink enhancements and specification maintenance
